Date,Revenue ($),Daily Active Users (DAU),New Registrations,Revenue_Lag1,DAU_Lag1,New_Registrations_Lag1,Revenue_MA4,DAU_MA4,New_Registrations_MA4
2010-03-28,4164885.281600843,665110.350541817,38696.91238057999,4439819.704323988,819469.3590181384,59468.359725734124,3765504.782527132,585328.9952958433,44962.74527015984
2010-04-04,2924678.221356552,173583.1287539847,15577.432849477009,4164885.281600843,665110.350541817,38696.91238057999,3517638.048968247,448385.9410427322,30849.148053155688
2010-04-11,2863649.9344142014,886220.7616960995,75048.81761016081,2924678.221356552,173583.1287539847,15577.432849477009,3598258.2854238963,636095.9000025099,47197.88064148798
2010-04-18,2866809.0197068676,928785.1604786318,56691.63503607231,2863649.9344142014,886220.7616960995,75048.81761016081,3205005.614269616,663424.8503676333,46503.699469072526
2010-04-25,3108484.4859190756,154970.16386937737,8386.838400409759,2866809.0197068676,928785.1604786318,56691.63503607231,2940905.415349174,535889.8036995233,38926.18097402997
2010-05-02,3549512.863264476,349189.88333248335,29340.66776158944,3108484.4859190756,154970.16386937737,8386.838400409759,3097114.0758261555,579791.492344148,42366.98970205808
2010-05-09,3363890.0372842317,825581.1518137552,68296.66369874972,3549512.863264476,349189.88333248335,29340.66776158944,3222174.1015436626,564631.589873562,40678.9512242053
2010-05-16,3082458.280396084,773433.7213452925,49239.0927102286,3363890.0372842317,825581.1518137552,68296.66369874972,3276086.4167159665,525793.7300902271,38815.815642744376
2010-05-23,3723705.789444759,266068.9174207396,25953.20780217672,3082458.280396084,773433.7213452925,49239.0927102286,3429891.7425973876,553568.4184780676,43207.40799318611
2010-05-30,2778987.7213040837,288414.39100303926,16599.08304336153,3723705.789444759,266068.9174207396,25953.20780217672,3237260.4571072897,538374.5453957067,40022.01181362914
2010-06-06,3084289.297070436,433424.89251224376,31040.477859171795,2778987.7213040837,288414.39100303926,16599.08304336153,3167360.2720538406,440335.4805703288,30707.965353734657
2010-06-13,3232723.6865873835,536070.6866719192,52095.77604753595,3084289.297070436,433424.89251224376,31040.477859171795,3204926.6236016653,380994.72190198547,31422.136188061497
2010-06-20,3412139.968434072,656429.2943772663,46597.530042897204,3232723.6865873835,536070.6866719192,52095.77604753595,3127035.168348994,478584.81614111713,36583.21674824162
2010-06-27,4070351.922786027,432022.27561279514,35393.9854280225,3412139.968434072,656429.2943772663,46597.530042897204,3449876.2187194796,514486.78729355615,41281.94234440686
2010-07-04,2899347.5643167193,516281.2445198331,36077.58875570892,4070351.922786027,432022.27561279514,35393.9854280225,3403640.7855310505,535200.8752954535,42541.22006854114
2010-07-11,3528468.876827223,772723.8443203808,49230.82348251682,2899347.5643167193,516281.2445198331,36077.58875570892,3477577.0830910103,594364.1647075688,41824.98192728635
2010-07-18,3684829.137724085,133014.88260153812,13194.927696372615,3528468.876827223,772723.8443203808,49230.82348251682,3545749.3754135137,463510.56176363677,33474.331340655204
2010-07-25,2592900.8254399956,327193.24990961864,23056.228686718096,3684829.137724085,133014.88260153812,13194.927696372615,3176386.6010770057,437303.30533784267,30389.89215532911
2010-08-01,3715089.7038028766,742014.6272960972,70272.46573399038,2592900.8254399956,327193.24990961864,23056.228686718096,3380322.1359485453,493736.6510319087,38938.61139989947
2010-08-08,2841048.247374583,905686.1539184795,55697.64282519085,3715089.7038028766,742014.6272960972,70272.46573399038,3208466.978585385,526977.2284314333,40555.31623556798
2010-08-15,2630103.1859705593,560509.6979040995,33997.84755895707,2841048.247374583,905686.1539184795,55697.64282519085,2944785.490647004,633850.9322570737,45756.04620121409
2010-08-22,4397771.0745066665,578902.1367387841,29846.28619230151,2630103.1859705593,560509.6979040995,33997.84755895707,3396003.0529136714,696778.153964365,47453.56057760995
2010-08-29,4431264.066149119,196454.81020579845,16223.894635121658,4397771.0745066665,578902.1367387841,29846.28619230151,3575046.643500232,560388.1996917904,33941.41780289277
2010-09-05,4116794.6962329224,502671.13014110917,34395.934191375156,4431264.066149119,196454.81020579845,16223.894635121658,3893983.255714817,459634.4437474478,28615.990644438847
2010-09-12,3109227.5383467413,579355.5398095208,54006.314011708826,4116794.6962329224,502671.13014110917,34395.934191375156,4013764.3438088624,464345.90422380314,33618.10725762678
2010-09-19,2695344.2280127676,318223.4532712567,23440.497195040658,3109227.5383467413,579355.5398095208,54006.314011708826,3588157.6321853874,399176.2333569213,32016.66000831157
2010-09-26,3868466.053024314,342318.90785444283,33687.49123450298,2695344.2280127676,318223.4532712567,23440.497195040658,3447458.128904186,435642.2577690824,36382.5591581569
2010-10-03,3380304.9874792024,439555.7467941604,26055.227669920878,3868466.053024314,342318.90785444283,33687.49123450298,3263335.701715756,419863.4119323452,34297.382527793336
2010-10-10,2744076.469689558,118064.07799995373,11030.863572701595,3380304.9874792024,439555.7467941604,26055.227669920878,3172047.9345514607,304540.5464799534,23553.519918041522
2010-10-17,3490353.8202225403,389871.24902486044,34632.20170057763,2744076.469689558,118064.07799995373,11030.863572701595,3370800.332603904,322452.49541835435,26351.44604442577
2010-10-24,2568777.0422304366,290303.20629689016,25705.21448006858,3490353.8202225403,389871.24902486044,34632.20170057763,3045878.0799054345,309448.5700289662,24355.876855817165
2010-10-31,4318640.804157564,394747.6169601232,36411.189155357235,2568777.0422304366,290303.20629689016,25705.21448006858,3280462.034075025,298246.53757045686,26944.867227176255
2010-11-07,3017559.9632000336,207785.9186373261,18295.799385023063,4318640.804157564,394747.6169601232,36411.189155357235,3348832.907452644,320676.9977298,28761.101180256625
2010-11-14,3825044.568707964,901474.5526659054,73299.81184894424,3017559.9632000336,207785.9186373261,18295.799385023063,3432505.5945739998,448577.8236400612,38428.00371734827
2010-11-21,3123422.152178822,634233.2081986438,35873.65340153915,3825044.568707964,901474.5526659054,73299.81184894424,3571166.872061096,534560.3241154996,40970.11344771592
2010-11-28,3540136.0423556217,711192.0872300407,36716.222435602154,3123422.152178822,634233.2081986438,35873.65340153915,3376540.6816106103,613671.441682979,41046.37176777715
2010-12-05,3593420.558686559,810254.1147466045,77818.743624741,3540136.0423556217,711192.0872300407,36716.222435602154,3520505.8304822417,764288.4907102986,55927.107827706626
2010-12-12,2869708.911051054,548597.9790361515,44344.55476771179,3593420.558686559,810254.1147466045,77818.743624741,3281671.916068014,676069.3473028601,48688.293557398516
2010-12-19,4439169.255529117,178228.2592786813,16009.685704996085,2869708.911051054,548597.9790361515,44344.55476771179,3610608.691905588,562068.1100728696,43722.30163326275
2010-12-26,4050265.646722229,583395.887636693,43215.702365713245,4439169.255529117,178228.2592786813,16009.685704996085,3738141.09299724,530119.0601745326,45347.171615790525
2011-01-02,4378997.883128379,628157.0062187912,35092.248350117865,4050265.646722229,583395.887636693,43215.702365713245,3934535.424107695,484594.78304257925,34665.54779713474
2011-01-09,4289654.700855298,770895.5267658969,43370.03469947441,4378997.883128379,628157.0062187912,35092.248350117865,4289521.871558756,540169.1699750156,34421.9177800754
2011-01-16,3695799.9576221704,488493.59160671144,41169.39205230392,4289654.700855298,770895.5267658969,43370.03469947441,4103679.547082019,617735.5030570232,40711.844366902355
2011-01-23,4343748.470046233,214822.2725160074,15363.078136767212,3695799.9576221704,488493.59160671144,41169.39205230392,4177050.25291302,525592.0992768517,33748.68830966584
2011-01-30,2676985.004103839,355398.315218852,21333.22326239362,4343748.470046233,214822.2725160074,15363.078136767212,3751547.0331568853,457402.42652686697,30308.932037734783
2011-02-06,2891965.7248382904,426774.0667587716,31828.693533402486,2676985.004103839,355398.315218852,21333.22326239362,3402124.7891526334,371372.0615250856,27423.596746216805
2011-02-13,2590454.577821076,681325.5171984411,36253.63522299595,2891965.7248382904,426774.0667587716,31828.693533402486,3125788.4442023598,419580.042923018,26194.65753888981
2011-02-20,3150660.6615265287,613700.4742020207,48542.8299764451,2590454.577821076,681325.5171984411,36253.63522299595,2827516.4920724332,519299.59334452136,34489.59549880928
2011-02-27,3277354.579378964,420487.0533080616,26679.764864913977,3150660.6615265287,613700.4742020207,48542.8299764451,2977608.8858912145,535571.7778668237,35826.23089943937
2011-03-06,3042698.063547792,987863.7239136817,88787.17135551907,3277354.579378964,420487.0533080616,26679.764864913977,3015291.97056859,675844.1921555513,50065.85035496851
2011-03-13,4157475.0183038586,645197.3374211985,42272.102347775784,3042698.063547792,987863.7239136817,88787.17135551907,3407047.080689286,666812.1472112406,51570.467136163476
2011-03-20,3213506.6533871787,313504.11256239505,22810.875071040315,4157475.0183038586,645197.3374211985,42272.102347775784,3422758.5786544485,591763.0568013343,45137.478409812284
2011-03-27,3061869.0193747617,191604.22535836336,9691.538495285047,3213506.6533871787,313504.11256239505,22810.875071040315,3368887.188653398,534542.3498139096,40890.42181740505
2011-04-03,3585392.166316497,237573.22526589883,12739.233302986444,3061869.0193747617,191604.22535836336,9691.538495285047,3504560.7143455744,346969.72515196394,21878.43730427189
2011-04-10,2781848.4499495253,321361.9555460573,22374.722618606815,3585392.166316497,237573.22526589883,12739.233302986444,3160654.0722569907,266010.8796831786,16904.09237197965
2011-04-17,4104393.9615080794,244613.2359336001,18100.63136719785,2781848.4499495253,321361.9555460573,22374.722618606815,3383375.899287216,248788.1605259799,15726.531446019033
2011-04-24,2649101.2873595417,267910.3216461752,21433.10098435661,4104393.9615080794,244613.2359336001,18100.63136719785,3280183.966283411,267864.68459793285,18661.922068286924
2011-05-01,4473773.873201035,356585.6518244624,23029.417128316145,2649101.2873595417,267910.3216461752,21433.10098435661,3502279.393004545,297617.7912375737,21234.468024619346
2011-05-08,4044489.5385933146,256036.23576527933,21698.839090708665,4473773.873201035,356585.6518244624,23029.417128316145,3817939.6651654923,281286.36129237927,21065.49714264481
2011-05-15,2897431.363068345,907088.8821637826,84364.81729770856,4044489.5385933146,256036.23576527933,21698.839090708665,3516199.0155555587,446905.27284992486,37631.54362527249
2011-05-22,2511044.234247205,172210.37109547798,15325.439964598863,2897431.363068345,907088.8821637826,84364.81729770856,3481684.752277475,422980.2852122506,36104.628370333055
2011-05-29,4130922.856909668,572060.2506132292,29736.23028855061,2511044.234247205,172210.37109547798,15325.439964598863,3395971.998204633,476848.9349094423,37781.33166039167
2011-06-05,3913714.687695234,469357.1442906954,34744.32564337349,4130922.856909668,572060.2506132292,29736.23028855061,3363278.285480113,530179.1620407964,41042.70329855788
2011-06-12,3958014.3360819747,984140.7552177458,54370.34101256706,3913714.687695234,469357.1442906954,34744.32564337349,3628424.0287335203,549442.1303042872,33544.0842272725
2011-06-19,4042540.6933718915,200835.0119512471,12472.30628023688,3958014.3360819747,984140.7552177458,54370.34101256706,4011298.143514692,556598.2905182294,32830.80080618201
2011-06-26,2648089.303468181,458070.0391411675,45501.530592908755,4042540.6933718915,200835.0119512471,12472.30628023688,3640589.75515432,528100.737650214,36772.125882271546
2011-07-03,3216931.457088545,972523.389947832,55555.18191914342,2648089.303468181,458070.0391411675,45501.530592908755,3466393.9475026475,653892.2990644982,41974.83995121402
2011-07-10,2731738.1190502592,878956.4133045822,65872.86776511662,3216931.457088545,972523.389947832,55555.18191914342,3159824.893244719,627596.2135862072,44850.47163935141
2011-07-17,4226206.851751187,835364.8638543519,67587.52223468972,2731738.1190502592,878956.4133045822,65872.86776511662,3205741.4328395426,786228.6765619834,58629.27562796462
2011-07-24,3746596.253655116,332112.54434044583,28270.49865089423,4226206.851751187,835364.8638543519,67587.52223468972,3480368.170386277,754739.302861803,54321.51764246099
2011-07-31,3161796.0497052986,253798.82865105924,19791.850448807272,3746596.253655116,332112.54434044583,28270.49865089423,3466584.318540465,575058.1625376099,45380.68477487696
2011-08-07,2627116.7005720474,701778.8979319879,35431.79362328421,3161796.0497052986,253798.82865105924,19791.850448807272,3440428.963920912,530763.7836944612,37770.41623941885
2011-08-14,3121964.6434313245,936438.3902148273,62107.46460871288,2627116.7005720474,701778.8979319879,35431.79362328421,3164368.4118409464,556032.1652845801,36400.40183292464
2011-08-21,3150366.644053494,601086.6037125369,45613.806856854455,3121964.6434313245,936438.3902148273,62107.46460871288,3015311.009440541,623275.6801276029,40736.2288844147
2011-08-28,3959212.356676128,614451.4205229098,33422.05578694139,3150366.644053494,601086.6037125369,45613.806856854455,3214665.086183248,713438.8280955656,44143.780218948225
2011-09-04,3775114.942710426,351981.18429425574,23769.76333933619,3959212.356676128,614451.4205229098,33422.05578694139,3501664.646717843,625989.3996861324,41228.272647961225
2011-09-11,4274425.485152653,792543.6398727432,40942.92762846718,3775114.942710426,351981.18429425574,23769.76333933619,3789779.8571481756,590015.7121006115,35937.1384028998
2011-09-18,3444429.8503238987,268339.373701771,14471.253920738785,4274425.485152653,792543.6398727432,40942.92762846718,3863295.6587157766,506828.90459792,28151.500168870876
2011-09-25,2739188.4918766036,391311.3127638193,27331.594052039098,3444429.8503238987,268339.373701771,14471.253920738785,3558289.6925158952,451043.8776581473,26628.884735145304
2011-10-02,3926489.57444599,482892.7947547751,27349.013806630795,2739188.4918766036,391311.3127638193,27331.594052039098,3596133.350449786,483771.7802732772,27523.697351968956
2011-10-09,4021570.0972337946,556849.3408160096,43644.20440283086,3926489.57444599,482892.7947547751,27349.013806630795,3532919.5034700716,424848.2055090938,28199.016545559876
2011-10-16,3622554.3951389925,318168.7591735722,26876.748644881067,4021570.0972337946,556849.3408160096,43644.20440283086,3577450.639673845,437305.55187704414,31300.39022659545
2011-10-23,4041934.359909122,203353.14226528318,18307.7481592453,3622554.3951389925,318168.7591735722,26876.748644881067,3903137.1066819746,390316.0092524101,29044.428753397
2011-10-30,3487591.1927287816,649558.0381974693,38978.36190969362,4041934.359909122,203353.14226528318,18307.7481592453,3793412.511252673,431982.3201130836,31951.765779162706
2011-11-06,3545465.658763988,359767.49791623023,21001.11437400625,3487591.1927287816,649558.0381974693,38978.36190969362,3674386.401635221,382711.85938813875,26290.993271956555
2011-11-13,3355082.036717099,623114.3992803511,34413.60631471823,3545465.658763988,359767.49791623023,21001.11437400625,3607518.3120297473,458948.2694148335,28175.207689415845
2011-11-20,2550838.2534881905,238926.44374678208,19549.322998156014,3355082.036717099,623114.3992803511,34413.60631471823,3234744.2854245147,467841.59478520823,28485.601399143525
2011-11-27,2715782.853986609,533026.0916693357,45479.80435089517,2550838.2534881905,238926.44374678208,19549.322998156014,3041792.2007389716,438708.6081531748,30110.96200944391
2011-12-04,2562858.3713734685,579330.4892964272,29881.465301662713,2715782.853986609,533026.0916693357,45479.80435089517,2796140.3788913414,493599.35599822405,32331.049741358023
2011-12-11,3772820.822527561,146641.1831401842,14196.422729984419,2562858.3713734685,579330.4892964272,29881.465301662713,2900575.075343957,374481.0519631824,27276.75384517457
2011-12-18,3128711.9621526534,402943.8503745285,21194.26797589798,3772820.822527561,146641.1831401842,14196.422729984419,3045043.502510073,415485.403620119,27687.990089610063
2011-12-25,3517141.3823294053,220973.2092450768,17029.259880457677,3128711.9621526534,402943.8503745285,21194.26797589798,3245383.134595772,337472.18301405426,20575.35397200069
2012-01-01,4315132.947852186,157037.47342549096,13419.327295291454,3517141.3823294053,220973.2092450768,17029.259880457677,3683451.7787154512,231898.92904632018,16459.819470407874
2012-01-08,2998584.45829775,990964.2091509507,92703.17190294435,4315132.947852186,157037.47342549096,13419.327295291454,3489892.687657999,442979.6855490118,36086.506763647856
2012-01-15,3320765.8460712596,390118.4604772507,33434.84775438382,2998584.45829775,990964.2091509507,92703.17190294435,3537906.1586376503,439773.3380746923,39146.65170826932
2012-01-22,4011102.2770860973,828887.0012691714,74671.44939390861,3320765.8460712596,390118.4604772507,33434.84775438382,3661396.3823268237,591751.786080716,53557.19908663205
2012-01-29,2957596.330983245,329176.58928738744,22045.782295078767,4011102.2770860973,828887.0012691714,74671.44939390861,3322012.228109588,634786.5650461902,55713.81283657888
2012-02-05,2653959.819657586,713352.4500015363,64730.49706076957,2957596.330983245,329176.58928738744,22045.782295078767,3235856.068449547,565383.6252588365,48720.644126035186
2012-02-12,3079502.9058275362,784205.0739007179,42351.57714651784,2653959.819657586,713352.4500015363,64730.49706076957,3175540.333388616,663905.2786147033,50949.826474068694
2012-02-19,2822442.574508009,636074.8665470598,60262.262581742325,3079502.9058275362,784205.0739007179,42351.57714651784,2878375.4077440943,615702.2449341754,47347.52977102712
2012-02-26,4359395.304685146,524418.5696951426,40579.30901868247,2822442.574508009,636074.8665470598,60262.262581742325,3228825.151169569,664512.7400361142,51980.91145192804
2012-03-04,4116240.759128834,470656.82273254165,42766.179718474035,4359395.304685146,524418.5696951426,40579.30901868247,3594395.3860373814,603838.8332188656,46489.832116354155
2012-03-11,3766807.513020847,413981.4398886958,30061.640730078325,4116240.759128834,470656.82273254165,42766.179718474035,3766221.537835709,511282.92471586005,43417.348012244285
2012-03-18,4242921.180375435,936576.2298230432,76966.79005942041,3766807.513020847,413981.4398886958,30061.640730078325,4121341.1893025655,586408.2655348559,47593.47988166381
2012-03-25,4107344.153798229,847557.4670089562,64685.69864693715,4242921.180375435,936576.2298230432,76966.79005942041,4058328.4015808366,667192.9898633093,53620.07728872748
2012-04-01,2873140.1177720716,968524.2195998613,83854.31951126899,4107344.153798229,847557.4670089562,64685.69864693715,3747553.2412416455,791659.8390801392,63892.112236926216
2012-04-08,4285117.996979956,211867.50113699026,11458.112072383436,2873140.1177720716,968524.2195998613,83854.31951126899,3877130.862231423,741131.3543922128,59241.23007250249
2012-04-15,3578684.4838313013,757780.7276832798,40175.71869034258,4285117.996979956,211867.50113699026,11458.112072383436,3711071.6880953894,696432.478857272,50043.462230233024
2012-04-22,4114880.310328125,944506.4111389341,58894.84999373409,3578684.4838313013,757780.7276832798,40175.71869034258,3712955.727227864,720669.7148897664,48595.75006693226
2012-04-29,4292182.599846986,263109.75954909413,15254.376098550614,4114880.310328125,944506.4111389341,58894.84999373409,4067716.347746592,544316.0998770746,31445.764213752675
2012-05-06,3136006.949943728,159846.64063009975,14959.915755319502,4292182.599846986,263109.75954909413,15254.376098550614,3780438.5859875353,531310.884750352,32321.21513448669
2012-05-13,2720103.8490553536,767008.5843610532,46757.37972383443,3136006.949943728,159846.64063009975,14959.915755319502,3565793.4272935484,533617.8489197954,33966.630392859646
2012-05-20,2955870.3250838835,617025.8018619206,60957.99219214542,2720103.8490553536,767008.5843610532,46757.37972383443,3276040.9309824873,451747.696600542,34482.41594246248
2012-05-27,3354215.577252513,857645.8990824448,57329.159665653395,2955870.3250838835,617025.8018619206,60957.99219214542,3041549.1753338696,600381.7314838797,45001.11183423818
2012-06-03,4136029.531844986,225795.13896366055,13345.823952218132,3354215.577252513,857645.8990824448,57329.159665653395,3291554.8208091836,616868.8560672698,44597.588883462835
2012-06-10,4221461.166512687,815740.5806739011,72996.484972381,4136029.531844986,225795.13896366055,13345.823952218132,3666894.150173517,629051.8551454819,51157.36519559948
2012-06-17,2513904.2610623813,281464.58804297005,23343.375035751265,4221461.166512687,815740.5806739011,72996.484972381,3556402.634168142,545161.5516907442,41753.71090650094
2012-06-24,3521494.6051551313,247290.34857913406,18524.46704807311,2513904.2610623813,281464.58804297005,23343.375035751265,3598222.3911437965,392572.6640649165,32052.53775210587
2012-07-01,3334822.006297558,247839.21813789365,19274.00431922802,3521494.6051551313,247290.34857913406,18524.46704807311,3397920.5097569395,398083.68385847483,33534.58284385834
2012-07-08,2944215.6209414606,833117.2482082439,71614.8327314454,3334822.006297558,247839.21813789365,19274.00431922802,3078609.123364133,402427.85074206046,33189.16978362444
2012-07-15,2739730.7346673654,698677.4986265801,42914.68429246572,2944215.6209414606,833117.2482082439,71614.8327314454,3135065.741765379,506731.078387963,38081.997097803054
2012-07-22,3175230.3428072557,570758.8822922073,56971.26573052857,2739730.7346673654,698677.4986265801,42914.68429246572,3048499.6761784097,587598.2118162313,47693.69676841692
2012-07-29,4385819.407825038,422947.43571115227,41761.68519949498,3175230.3428072557,570758.8822922073,56971.26573052857,3311249.0265602795,631375.2662095459,53315.61698848366
2012-08-05,3146405.8640415105,889480.4867317975,73396.62473789306,4385819.407825038,422947.43571115227,41761.68519949498,3361796.5873352922,645466.0758404343,53761.064990095576
2012-08-12,3537581.2434867322,453200.59668037185,27181.667725226216,3146405.8640415105,889480.4867317975,73396.62473789306,3561259.214540134,584096.8503538823,49827.810848285706
2012-08-19,3906037.9177903556,834939.4955244194,70144.44605507322,3537581.2434867322,453200.59668037185,27181.667725226216,3743961.1082859095,650142.0036619353,53121.105929421865
2012-08-26,3227259.204758588,495221.4177131966,26548.780808225063,3906037.9177903556,834939.4955244194,70144.44605507322,3454321.057519297,668210.4991624464,49317.87983160438
2012-09-02,4443564.165441921,439249.9864824168,22635.704883098468,3227259.204758588,495221.4177131966,26548.780808225063,3778610.632869399,555652.8741001012,36627.64986790573
2012-09-09,4424894.5898842225,516411.8071026458,32474.114660907566,4443564.165441921,439249.9864824168,22635.704883098468,4000438.969468772,571455.6767056697,37950.761601826074
2012-09-16,3003564.591650728,371240.0867477279,27149.213666956104,4424894.5898842225,516411.8071026458,32474.114660907566,3774820.637933865,455530.8245114968,27201.953504796795
2012-09-23,3494497.011784771,772848.442158626,72194.57476663301,3003564.591650728,371240.0867477279,27149.213666956104,3841630.089690411,524937.5806228542,38613.40199439878
2012-09-30,3101756.6196335396,552448.3510832312,47708.585231717756,3494497.011784771,772848.442158626,72194.57476663301,3506178.2032383154,553237.1717730578,44881.62208155361
2012-10-07,3069680.988754935,308991.4256321356,26924.06862220008,3101756.6196335396,552448.3510832312,47708.585231717756,3167374.8029559935,501382.0764054302,43494.110571876736
2012-10-14,2573773.8947090656,909617.1159471116,64832.6567841245,3069680.988754935,308991.4256321356,26924.06862220008,3059927.128720578,635976.3337052763,52914.97135116883
2012-10-21,3719128.6679597935,445502.09923589026,29980.843230735714,2573773.8947090656,909617.1159471116,64832.6567841245,3116085.042764333,554139.7479745923,42361.53846719451
2012-10-28,3505358.046457723,589197.5750025897,40390.635719253914,3719128.6679597935,445502.09923589026,29980.843230735714,3216985.3994703796,563327.0539544318,40532.051089078544
2012-11-04,2602957.5024999785,915824.8998680923,91016.94813407163,3505358.046457723,589197.5750025897,40390.635719253914,3100304.52790664,715035.422513421,56555.27096704643
2012-11-11,3057292.928473223,661814.1963225929,34417.951430119705,2602957.5024999785,915824.8998680923,91016.94813407163,3221184.2863476793,653084.6926072913,48951.59462854524
2012-11-18,4316531.771933308,205208.23663752765,19156.512053300637,3057292.928473223,661814.1963225929,34417.951430119705,3370535.062341058,593011.2269577007,46245.511834186465
2012-11-25,2979123.7813339448,945848.9112521276,74659.42082093531,4316531.771933308,205208.23663752765,19156.512053300637,3238976.4960601134,682174.0610200851,54812.708109606814
2012-12-02,2789789.744182446,664937.2477642761,47829.448871358836,2979123.7813339448,945848.9112521276,74659.42082093531,3285684.5564807304,619452.1479941311,44015.83329392862
2012-12-09,3478905.520555126,401415.0531913775,34627.21977621868,2789789.744182446,664937.2477642761,47829.448871358836,3391087.704501206,554352.3622113273,44068.150380453364
2012-12-16,4471300.908221202,225344.86539704853,16750.66062476612,3478905.520555126,401415.0531913775,34627.21977621868,3429779.9885731796,559386.5194012076,43466.68752331973
2012-12-23,2984110.543023001,814622.6703432663,76306.65204446056,4471300.908221202,225344.86539704853,16750.66062476612,3431026.6789954435,526579.9591739922,43878.49532920104
2012-12-30,3844271.094811757,658065.4803356621,62539.314255772864,2984110.543023001,814622.6703432663,76306.65204446056,3694647.0166527713,524862.0173168387,47555.96167530455
2013-01-06,4023239.230657435,580114.9827786894,41238.080550464845,3844271.094811757,658065.4803356621,62539.314255772864,3830730.444178349,569536.9997136666,49208.67686886609
2013-01-13,2975275.0879847994,904503.3247458619,57744.74938635198,4023239.230657435,580114.9827786894,41238.080550464845,3456723.989119248,739326.61455087,59457.19905926256
2013-01-20,3956432.697223719,809737.4901020777,64469.2879219204,2975275.0879847994,904503.3247458619,57744.74938635198,3699804.5276694275,738105.3194905729,56497.85802862752
2013-01-27,3235566.2654385064,236507.39175947607,22614.403348411455,3956432.697223719,809737.4901020777,64469.2879219204,3547628.320326115,632715.7973465263,46516.63030178716
2013-02-03,3764611.661187159,380549.8610159934,23035.86638817124,3235566.2654385064,236507.39175947607,22614.403348411455,3482971.4279585457,582824.5169058524,41966.076761213764
2013-02-10,3767059.4215217894,323640.2258330191,26262.863581196456,3764611.661187159,380549.8610159934,23035.86638817124,3680917.5113427937,437608.74217764166,34095.605309924875
2013-02-17,3571549.368149517,769551.6633154093,62778.49405857272,3767059.4215217894,323640.2258330191,26262.863581196456,3584696.679074243,427562.28548097453,33672.906844087964
2013-02-24,2680579.5401088167,130179.19126220144,11280.762581200544,3571549.368149517,769551.6633154093,62778.49405857272,3445949.9977418208,400980.23535665584,30839.49665228523
2013-03-03,4170604.9911784763,612900.7163841849,34676.93224258457,2680579.5401088167,130179.19126220144,11280.762581200544,3547448.33023965,459067.94919870375,33749.76311588856
2013-03-10,3141560.1299434714,786212.8171666214,67450.17896237619,4170604.9911784763,612900.7163841849,34676.93224258457,3391073.50734507,574711.0970321044,44046.5919611835
2013-03-17,2873037.0207997086,889089.0730855745,84864.99771444163,3141560.1299434714,786212.8171666214,67450.17896237619,3216445.420507618,604595.4494746457,49568.21787515073
2013-03-24,2581550.283109528,407873.5738443167,24058.078280933987,2873037.0207997086,889089.0730855745,84864.99771444163,3191688.106257796,674019.0451201744,52762.54680008409
2013-03-31,3681785.8863764834,839131.5742048116,51923.08391950151,2581550.283109528,407873.5738443167,24058.078280933987,3069483.330057298,730576.7595753311,57074.08471931332
2013-04-07,3855128.723684565,199568.56325968652,19671.42432675423,3681785.8863764834,839131.5742048116,51923.08391950151,3247875.4784925715,583915.6960985974,45129.39606040783
2013-04-14,2533175.6578557123,861807.0625610664,50888.713928344245,3855128.723684565,199568.56325968652,19671.42432675423,3162910.137756572,577095.1934674704,36635.32511388349
